customer_id,customer_name,country,state,city,industry,account_status,tax_id,email,phone,created_date,last_updated_date,owner_id
2461,Shah-Jones,United States,Georgia,Rothport,Finance,Active,TAX571727,janet13@bailey.info,(953)532-4970,2024-10-07,2024-11-19,41
2462,Foster Group,Japan,Oklahoma,Maynardchester,Semiconductors,Active,TAX950138,andrewssheri@dawson.com,+1-854-804-0261,2021-09-21,2021-11-14,32
2463,"Douglas, Flores and Brown",India,Massachusetts,Goodmanberg,Finance,Active,TAX261487,matthewfernandez@wilson.com,998-327-8147x05649,2024-03-17,2024-07-16,12
2464,Thomas-Martinez,Japan,Montana,West Madisonbury,Semiconductors,Prospect,TAX114100,stephanie53@stephens.com,+1-226-797-8833x102,2022-11-30,2023-10-12,10
2465,"Hernandez, Day and Ross",India,Michigan,East Jonathanton,Retail,Inactive,TAX761654,amanda56@navarro-olsen.com,001-674-439-5044,2022-11-09,2023-10-15,14
2466,"Smith, Watson and Flores",United States,Louisiana,East Karenborough,Semiconductors,Prospect,TAX245453,davenportlinda@hudson.com,422-983-2995x874,2022-02-13,2022-03-26,24
2467,"Petersen, Jenkins and Robinson",India,Louisiana,Madisonmouth,Semiconductors,Active,TAX554001,bradleykylie@compton-schmidt.biz,001-441-763-8828x105,2024-11-05,2024-12-31,27
2468,Martin Inc,India,North Carolina,Patrickbury,Semiconductors,Inactive,TAX435968,nixonryan@wood-hurst.com,(736)830-0433x5901,2024-07-04,2024-12-31,25
2469,Smith-Estrada,United States,South Dakota,Marymouth,Software,Prospect,TAX619360,fbradley@huynh-daugherty.info,759.928.3962,2024-05-24,2024-12-31,24
2470,Green-Garcia,United States,Montana,Port Lorichester,Retail,Prospect,TAX720559,robert65@morales-smith.com,365.258.6171,2021-05-06,2021-12-18,24
2471,Hudson-Ortiz,United States,Oregon,Greeneburgh,Semiconductors,Active,TAX307324,patricia62@collins.biz,+1-628-951-5628x379,2022-06-24,2022-09-05,70
2472,Mccoy-Jones,United States,West Virginia,East Holly,Software,Prospect,TAX230034,dstevenson@brown.net,(776)605-3450x35816,2024-12-10,2024-12-31,25
2473,"Le, Fernandez and Bartlett",India,Arkansas,Rodriguezport,Finance,Active,TAX270313,yturner@bennett-sheppard.com,864.860.3632x428,2023-03-20,2024-02-08,76
2474,Thomas Inc,India,South Carolina,North Stephen,Healthcare,Prospect,TAX771712,vhughes@barnes-hall.org,8607727723,2022-08-08,2022-11-27,55
2475,"Griffin, Jones and Green",India,Vermont,Jenkinsfort,Finance,Prospect,TAX352466,butleranthony@moore.com,349.945.7244,2023-12-23,2023-12-26,33
2476,Nelson-Robbins,India,Idaho,Davishaven,Software,Active,TAX164612,johnsoncaitlin@hull-mendoza.com,+1-333-780-7033,2021-05-09,2022-01-16,45
2477,Duran-Montes,Canada,Alabama,Jamesbury,Semiconductors,Prospect,TAX892356,patelmark@nichols.biz,001-362-349-8956,2023-05-31,2023-07-10,58
2478,Kirby Inc,India,Ohio,Baxterhaven,Retail,Prospect,TAX192517,slewis@gallagher.com,001-741-561-6613x06354,2022-10-15,2023-08-12,47
2479,"Walls, Davis and Lamb",United States,Alabama,Kristentown,Manufacturing,Prospect,TAX169078,edwardsdenise@cowan-frazier.net,001-375-584-0249x387,2024-03-11,2024-07-23,41
2480,"Greene, Chang and Ellis",United States,Vermont,West Elizabeth,Retail,Inactive,TAX488438,gina58@koch.info,601.799.5261,2023-10-21,2024-03-22,63
2481,"Wallace, Holmes and Greer",India,Mississippi,Colemanchester,Retail,Active,TAX339192,brandonrodriguez@rangel.org,001-763-817-3338,2024-04-17,2024-07-13,6
2482,"Soto, Foster and Gallagher",United States,Michigan,Williamston,Healthcare,Inactive,TAX584064,murphyaustin@sanchez.biz,(692)535-6213,2022-10-27,2023-05-21,60
2483,Wood Group,Japan,Colorado,North Pamela,Healthcare,Inactive,TAX260101,tony92@robinson.biz,9682289728,2021-10-18,2022-05-03,54
2484,Bird LLC,Canada,Montana,Laurenmouth,Software,Inactive,TAX499987,pamelalowe@ruiz.org,001-607-600-9608x967,2024-07-18,2024-10-02,52
2485,Newman LLC,India,Pennsylvania,West Michael,Healthcare,Prospect,TAX281172,amora@chambers.biz,436.506.1013,2021-11-06,2022-09-05,24
2486,White Inc,India,Iowa,Crawfordchester,Semiconductors,Inactive,TAX595230,scott08@jenkins.com,403-642-0628x95804,2021-11-03,2022-03-21,44
2487,"Rivera, Kaufman and Garcia",India,California,Foxside,Healthcare,Inactive,TAX266006,brendajones@wiley.biz,485.587.3346x6766,2022-09-14,2023-06-22,36
2488,Riddle Ltd,India,New York,South Alexis,Healthcare,Prospect,TAX858885,snorton@sweeney-adams.net,+1-450-588-2570x44554,2023-10-20,2024-05-28,56
2489,Schultz-Ryan,Canada,New Mexico,Georgeton,Software,Inactive,TAX798130,jesus80@parsons-parks.info,001-848-298-3018,2021-05-03,2021-10-30,14
2490,"Johnson, Baldwin and Richardson",India,Virginia,New Jerome,Finance,Prospect,TAX599856,katie76@krueger.com,(670)698-3965,2024-05-29,2024-10-24,19
2491,"Gonzalez, Potter and Casey",India,North Carolina,Lake Michaelchester,Healthcare,Active,TAX536569,johnathantyler@miller.net,4474805445,2023-10-02,2023-10-08,40
2492,Robertson-Blackburn,United States,Pennsylvania,West Amyside,Finance,Prospect,TAX425700,kgreen@davis.org,610.858.7686,2024-11-01,2024-12-31,55
2493,Pierce LLC,United States,Colorado,Morrisfort,Manufacturing,Active,TAX655364,greendorothy@lowe.com,8565632624,2022-08-01,2023-01-22,48
2494,White LLC,Japan,Wisconsin,Danielschester,Software,Inactive,TAX692789,melanie57@reyes.biz,001-903-621-1245x86154,2023-08-28,2023-09-29,3
2495,Norris-Garcia,United States,Utah,Carlchester,Healthcare,Active,TAX319630,hannahcastillo@david-clarke.net,001-808-223-7105,2022-10-31,2023-10-18,30
2496,Gonzalez Ltd,Canada,Rhode Island,West Seanbury,Finance,Prospect,TAX599318,sandrabuchanan@anderson.info,381-316-2596x97185,2022-07-29,2023-05-09,44
2497,Santiago-Braun,United States,New Hampshire,Flowersfurt,Finance,Prospect,TAX303819,darrenstewart@mills.biz,(478)561-1891,2021-09-18,2022-03-01,74
2498,"Espinoza, Mejia and Everett",Canada,Utah,Benjaminberg,Software,Prospect,TAX721632,cdavidson@hunt.net,001-489-274-3540x8584,2024-06-02,2024-10-01,32
2499,Carr-Cox,United States,Kentucky,New Tyler,Healthcare,Active,TAX428686,bsantiago@stewart-brady.biz,(588)514-5392x41337,2023-11-13,2023-12-31,50
2500,Stuart Ltd,Germany,Maryland,New Colinport,Manufacturing,Inactive,TAX185257,justin90@johnson.com,835.699.1921x578,2023-12-20,2024-08-27,60
2501,"Hill, Schmidt and Walton",United States,Oregon,Millerburgh,Retail,Inactive,TAX170176,clarkelawrence@mcclure.org,4627465212,2023-07-10,2024-01-25,25
2502,Hernandez-Roberts,Germany,New Jersey,Marshberg,Finance,Prospect,TAX250033,colemansandra@richardson-perry.biz,703.570.7010x9557,2023-01-16,2023-02-15,61
2503,"Beard, Crane and Anderson",India,Michigan,Petersborough,Retail,Active,TAX443109,gdavis@holland-jones.net,(369)711-7818x875,2022-12-31,2023-11-13,62
2504,"Lawrence, Wilson and Mccoy",United States,Nevada,East Carolyn,Finance,Inactive,TAX608242,dholmes@wong.com,(262)810-0047x194,2022-10-06,2023-08-11,69
2505,"Murphy, Hamilton and Morgan",India,Pennsylvania,Port Brianmouth,Retail,Active,TAX726615,onealsarah@howe.biz,991.502.7423,2024-05-24,2024-07-24,38
2506,Duke-Henderson,Germany,Kansas,Lake Mikaylaview,Retail,Active,TAX648931,fsmith@long.com,(629)426-6923x62013,2023-10-30,2024-03-22,32
2507,King PLC,Germany,New York,Perezberg,Healthcare,Prospect,TAX958350,gkey@miller.com,396-588-5359,2021-01-23,2021-06-24,34
2508,"Bailey, Wagner and Nunez",India,Kansas,Kerrport,Finance,Active,TAX130221,hwarren@moreno.org,398-978-1339,2024-08-27,2024-12-31,54
2509,Gonzalez and Sons,India,Oklahoma,Lake Kathryn,Healthcare,Active,TAX568383,janekirby@torres-frank.net,405.654.4054x7553,2024-07-05,2024-12-31,72
2510,Mccall Group,India,South Carolina,Port Thomasburgh,Healthcare,Inactive,TAX212978,brandy14@garcia.info,+1-278-296-7536,2022-07-15,2023-03-05,36
2511,Bass-Crane,India,Wisconsin,Matthewport,Manufacturing,Inactive,TAX398595,tylerwood@lewis-clark.biz,001-495-437-2444x971,2021-11-30,2022-09-26,17
2512,Velez-Edwards,India,California,Debrabury,Semiconductors,Active,TAX154970,charper@riley.com,001-785-534-0297x089,2022-10-31,2023-08-09,62
2513,"Cowan, Mccarthy and Kennedy",India,Nevada,Austinborough,Finance,Prospect,TAX493246,kadams@whitaker-hawkins.com,(337)269-2461x05993,2024-02-01,2024-02-14,56
2514,Contreras-Frank,United States,Rhode Island,Valeriemouth,Healthcare,Active,TAX442475,salinasvanessa@mueller-cook.com,+1-206-703-5627x061,2024-06-09,2024-06-26,37
2515,Brown PLC,India,Connecticut,Drakestad,Manufacturing,Active,TAX636565,scotthawkins@murray.com,7895884797,2021-04-25,2022-04-25,17
2516,Bowers Ltd,United States,Delaware,Joanport,Semiconductors,Active,TAX258932,sheryl16@lewis-sanchez.org,828.483.6700x97418,2021-07-29,2022-04-22,21
2517,"Mcdaniel, Page and House",Canada,Washington,Tracyville,Software,Active,TAX891317,omorrow@lee.com,586.416.5841x3009,2023-01-08,2023-07-09,44
2518,Johnson LLC,India,Montana,North Robert,Finance,Active,TAX616377,nfreeman@allen.com,001-810-628-2963x802,2023-04-01,2024-01-05,8
2519,"Wiggins, Doyle and Whitaker",United States,Wyoming,East Charlesville,Retail,Inactive,TAX828326,geoffreyjordan@logan.info,(892)357-8363,2021-11-14,2022-08-21,12
2520,Walker LLC,Japan,Vermont,East Meagan,Healthcare,Active,TAX220847,ronaldwilliams@davis.com,4733888012,2022-06-19,2022-10-13,31
2521,Baker and Sons,India,West Virginia,Bellberg,Retail,Prospect,TAX125401,brownanthony@nelson.com,001-200-799-1197x158,2021-04-18,2022-03-13,29
2522,"Martinez, Bonilla and Brown",United States,Massachusetts,Lake Isabelville,Semiconductors,Active,TAX895373,margaretswanson@brown-jones.com,575.208.2670x39097,2022-04-22,2022-07-09,18
2523,Jensen-Davis,United States,Rhode Island,South Rhonda,Finance,Inactive,TAX892684,burkeanthony@rodriguez-martinez.biz,001-588-617-5610x958,2024-07-23,2024-12-31,51
2524,"Sharp, Morgan and Carlson",India,Hawaii,Rogersbury,Finance,Inactive,TAX124655,tmcgee@mendez-williamson.com,(523)734-7509x178,2024-10-03,2024-12-31,54
2525,"Fisher, Sellers and Bennett",United States,Louisiana,Lake Selenastad,Semiconductors,Active,TAX718312,william11@watson.com,275.676.6271x061,2021-03-15,2021-06-29,30
2526,Strickland Inc,United States,Kansas,South Jamiestad,Semiconductors,Inactive,TAX835916,annarice@jones.net,2077861690,2021-06-15,2022-04-08,48
2527,Green Group,United States,Massachusetts,Brucemouth,Software,Inactive,TAX323114,tammie14@house-young.org,346-392-6626x395,2021-11-08,2022-08-09,1
2528,"Summers, Ferguson and Mclean",Canada,Illinois,Robinport,Retail,Prospect,TAX395087,floresmatthew@berry.com,877.271.3589x961,2022-06-29,2023-04-09,48
2529,Miller Inc,United States,Delaware,Port Tammy,Software,Active,TAX890806,emason@ruiz.net,+1-692-293-0907x7258,2024-05-29,2024-10-07,43
2530,Obrien Inc,India,Nebraska,Lake Mark,Finance,Inactive,TAX224956,ricky66@cook.biz,690.225.5288x97378,2024-08-25,2024-12-31,58
2531,Hopkins-Baker,India,Delaware,East Yvonneville,Manufacturing,Prospect,TAX804481,xfaulkner@simpson.com,497.730.9053x3019,2023-11-15,2024-06-09,27
2532,Charles PLC,India,Nevada,Shaneview,Semiconductors,Inactive,TAX943721,joyce50@harris.info,001-244-971-5650x37150,2021-08-07,2021-11-20,26
2533,Peters-Walker,Germany,North Carolina,South Amanda,Retail,Prospect,TAX413115,milleraustin@petty.com,(820)976-7957x5718,2024-11-13,2024-12-31,28
2534,Richardson Inc,Japan,Nevada,Sanchezmouth,Finance,Inactive,TAX586308,plang@aguilar.com,551-310-8178,2021-04-22,2022-03-19,30
2535,Rivera Group,United States,California,New Haleychester,Finance,Active,TAX635926,eball@ward-madden.com,983.776.0617x12550,2021-02-18,2021-07-26,2
2536,"Baker, Gonzalez and Wilson",India,Texas,Fryeburgh,Software,Inactive,TAX316376,dadams@frye.com,340.228.8559,2023-10-21,2024-05-06,42
2537,"Bryant, Rodriguez and Edwards",United States,Nevada,Lunabury,Healthcare,Prospect,TAX890478,tracy03@romero.com,(500)973-8654,2021-12-05,2022-08-13,62
2538,Garcia and Sons,United States,Montana,New Chelsea,Finance,Prospect,TAX999006,dennisarmstrong@russell-ashley.com,487-676-0131x0986,2022-05-24,2022-07-02,79
2539,Gonzalez-Hull,India,Massachusetts,Rodriguezberg,Semiconductors,Active,TAX749358,lrogers@wilson-smith.net,366-265-6584x042,2021-04-13,2021-04-18,36
2540,Petersen LLC,Canada,Pennsylvania,Leeport,Finance,Inactive,TAX499948,robert12@park.org,+1-376-541-5572,2024-03-09,2024-05-29,13
2541,Dominguez PLC,India,Colorado,New Tina,Software,Prospect,TAX300053,leahpitts@jackson.com,001-376-572-2071,2023-05-17,2023-11-23,10
2542,Johnson-May,India,Iowa,South Robert,Retail,Active,TAX411919,lori49@simpson.biz,774.647.3245x7195,2021-03-13,2021-05-13,39
2543,"Wolf, Graham and King",India,Hawaii,Mcdanielton,Healthcare,Active,TAX226169,cesar28@mendoza.info,569-894-4428,2024-07-27,2024-12-31,4
2544,Bentley and Sons,Japan,Louisiana,Williamstown,Healthcare,Active,TAX115040,gary55@mckinney.com,(200)873-1680,2021-08-19,2021-10-02,31
2545,"White, Thomas and Montgomery",United States,Rhode Island,Littlefurt,Manufacturing,Prospect,TAX684523,mponce@bentley.org,+1-239-718-7599,2022-07-14,2022-11-29,3
2546,"Moreno, Pugh and Silva",Germany,Tennessee,Williamview,Healthcare,Active,TAX866964,rmckenzie@jones.net,8345670061,2024-11-17,2024-12-31,28
2547,"Leon, Henry and Dixon",India,Alaska,Sancheztown,Retail,Inactive,TAX131350,jjackson@johnson-anderson.biz,763-240-5464,2021-03-18,2021-11-27,56
2548,Alvarez and Sons,Japan,Maryland,Lake Tonyaland,Healthcare,Active,TAX113913,bdiaz@vargas-allen.info,+1-714-512-7701,2024-03-27,2024-04-18,9
2549,Haley PLC,Canada,New York,Lake Amber,Finance,Prospect,TAX395246,brookeodonnell@shaw.com,+1-687-540-0743x2628,2023-09-09,2023-12-21,35
2550,Haley Ltd,India,New York,Williamsborough,Finance,Active,TAX346225,nicholas29@hill-thomas.info,(522)564-7283,2024-11-13,2024-12-31,1
2551,Francis-Moore,Canada,Missouri,Port Normaborough,Semiconductors,Prospect,TAX975972,derekbarrett@bennett-porter.com,434.641.7309x81819,2023-06-11,2024-03-23,63
2552,"Kent, Keller and Ramirez",Germany,Hawaii,Zavalastad,Retail,Prospect,TAX149591,iwood@horton.org,497.549.8009,2022-08-10,2023-02-12,12
2553,Ramos-Ferguson,United States,Colorado,Sheilamouth,Healthcare,Inactive,TAX671044,kayla94@hill-torres.org,+1-573-572-6832x3348,2021-12-02,2022-06-11,48
2554,Nunez-Watson,Germany,Vermont,Littlebury,Manufacturing,Active,TAX436290,fweaver@costa.com,865-831-2645,2024-08-02,2024-12-31,53
2555,Lozano-Combs,India,Arizona,Timfort,Healthcare,Inactive,TAX590192,warddebbie@fernandez.com,756.625.5013,2022-12-13,2023-05-11,19
2556,Hodges Inc,Japan,Virginia,Lake Jorge,Healthcare,Prospect,TAX668609,woodardscott@taylor.com,(201)873-8226,2023-04-16,2023-10-17,56
2557,"Long, Werner and Hays",India,Vermont,Fishertown,Finance,Active,TAX448970,nsmith@roman-stephens.net,(739)398-7568x19299,2023-01-05,2023-12-01,60
2558,Cordova and Sons,United States,South Carolina,Bonnieborough,Manufacturing,Prospect,TAX272256,luisochoa@thomas.com,429.269.4863,2021-03-29,2021-09-20,65
2559,"Howe, Anthony and Swanson",Canada,Wisconsin,Port Randymouth,Retail,Active,TAX727879,jamesyoung@tapia.com,886-664-1151,2022-12-01,2023-09-03,21
2560,"Rowe, Short and Glass",Japan,Michigan,East Christy,Manufacturing,Active,TAX955908,sara97@hernandez.com,2476032260,2022-02-26,2023-02-15,51
2561,"Lopez, Hart and Harris",India,Louisiana,Sancheztown,Healthcare,Active,TAX625738,jason88@keller.org,001-304-242-8236x160,2024-01-20,2024-02-10,67
2562,"Montes, Knox and Hernandez",India,Oklahoma,Lake Amanda,Semiconductors,Inactive,TAX677187,martinezjulie@davis.com,2606978497,2024-09-23,2024-12-16,30
2563,"Bowman, Lyons and Perkins",United States,Utah,Bassfurt,Finance,Inactive,TAX222600,plambert@bonilla.org,953-319-4223x6532,2022-10-29,2023-05-08,71
2564,Oneal-Olson,Canada,Vermont,Lake Erika,Manufacturing,Prospect,TAX959162,olsonnicholas@gonzalez.info,(509)844-4831x749,2023-03-16,2023-07-06,74
2565,Lindsey Inc,India,Montana,South Jenniferfort,Healthcare,Prospect,TAX888073,bwalker@gonzalez-martin.com,558.348.3639x1701,2021-08-06,2021-11-29,59
2566,Thomas LLC,India,New Hampshire,East Veronica,Retail,Active,TAX850992,sarahhall@moreno-taylor.com,(223)342-2641,2021-01-02,2021-09-17,14
2567,Fields-Benton,United States,Georgia,North Michael,Semiconductors,Prospect,TAX421447,wbowers@hayes-smith.biz,325-217-4342,2022-05-11,2022-12-04,39
2568,"Collins, Cooley and Herrera",Japan,North Carolina,Lake Susan,Manufacturing,Prospect,TAX201279,wrightcraig@jenkins.com,001-426-687-4851x17661,2022-01-27,2022-02-08,3
2569,Frye-Salinas,India,Missouri,Kristenshire,Semiconductors,Active,TAX294735,tgray@elliott-gillespie.com,+1-402-782-7746x948,2024-10-25,2024-11-30,9
2570,"Carter, Edwards and Gray",India,Maine,Lisaside,Semiconductors,Inactive,TAX474880,billyrodriguez@alvarado-hunt.com,(681)837-2420,2024-09-16,2024-12-31,2
2571,"Richardson, Blevins and Edwards",United States,California,Fieldsmouth,Finance,Inactive,TAX506582,ytaylor@gibson-pierce.com,9209304330,2023-02-07,2023-05-24,39
2572,"Larsen, Bowen and Walsh",United States,Florida,Port Michaelborough,Manufacturing,Inactive,TAX766076,johndaniels@foley.com,(350)762-7181x063,2024-06-13,2024-12-31,6
2573,Hill-Daniels,United States,Nevada,Colefurt,Semiconductors,Inactive,TAX435158,janice62@salazar.biz,416-351-2654x73704,2022-12-21,2023-01-05,33
2574,Wilson-Thomas,Germany,Oklahoma,Gonzaleshaven,Healthcare,Prospect,TAX907180,xsalinas@smith.com,350-469-3576x338,2021-07-20,2022-02-21,76
2575,Clay LLC,United States,Tennessee,Lake Jason,Finance,Prospect,TAX614125,stuarteric@snyder.com,(807)207-3736,2021-02-25,2021-09-07,5
2576,Davis PLC,Canada,Tennessee,Grahammouth,Semiconductors,Inactive,TAX364405,adamspatrick@johnson-rogers.org,001-331-799-4934x49916,2024-01-19,2024-03-06,11
2577,"Williams, Tyler and Gonzales",India,Vermont,South Diana,Retail,Prospect,TAX198572,sherylrogers@griffin-torres.com,+1-545-608-9066x036,2023-07-21,2024-01-31,44
2578,Perkins Inc,India,Virginia,Wileyland,Healthcare,Active,TAX438556,hknight@hickman.com,(634)652-8043x3264,2022-09-27,2023-07-06,58
2579,Bowers-Davis,India,Maryland,Robertville,Healthcare,Active,TAX110793,nancy86@wilson.com,(374)407-9491x79060,2024-11-01,2024-12-31,76
2580,Gonzales-Brown,Japan,Alaska,Lake Christina,Semiconductors,Prospect,TAX566018,stephaniebaker@silva.info,2674596500,2021-05-22,2022-02-03,24
2581,Shelton Ltd,United States,New Hampshire,Hullchester,Retail,Prospect,TAX507034,laura70@collins.com,(356)412-4662x5695,2024-01-03,2024-12-02,7
2582,Jones-Conner,India,Florida,East Patrickville,Semiconductors,Prospect,TAX641837,harold28@carter.net,(813)568-1948x044,2023-10-03,2023-12-31,58
2583,Jennings-Woodward,India,Arizona,Port Shannon,Software,Active,TAX404387,cherylgriffin@martinez-anderson.com,+1-805-588-8419x362,2024-05-16,2024-11-01,55
2584,Ayala Ltd,India,Maryland,Rogermouth,Software,Active,TAX308795,ballernest@raymond-noble.com,001-338-352-2293,2023-09-15,2024-05-20,32
2585,Donovan-Allison,India,Colorado,West Moniqueport,Retail,Prospect,TAX285211,lroth@hayes.com,+1-798-683-1206x053,2023-02-11,2023-03-05,39
2586,Todd and Sons,India,North Carolina,Michaelland,Finance,Prospect,TAX711917,marybeck@clark.net,631-407-4914x876,2023-10-08,2024-02-02,57
2587,Robinson-Wiley,Japan,Pennsylvania,North Marissa,Semiconductors,Active,TAX272420,patelnatalie@khan.org,001-283-329-2401x1628,2021-10-13,2021-12-19,78
2588,Fernandez-Johnson,United States,New Jersey,East Ruth,Healthcare,Inactive,TAX484487,briggssteven@garrett-davidson.com,772.818.8906x650,2024-12-02,2024-12-31,3
2589,Henson-Hall,Germany,Alaska,Port Edwardfort,Retail,Inactive,TAX765669,jenkinsshawn@wallace-young.org,001-854-331-6118,2024-01-19,2024-03-13,54
2590,Waters-Lester,United States,Tennessee,New Mitchellburgh,Finance,Inactive,TAX684352,brettjohnson@lowe-hill.com,(894)868-9761,2024-12-08,2024-12-31,9
2591,Wilson LLC,India,New Jersey,Lake Brandontown,Finance,Prospect,TAX475015,brianbridges@hall-arnold.biz,(655)371-9557x2903,2023-08-31,2024-03-23,65
2592,"Hall, Barnes and Edwards",Canada,New Jersey,Villegasbury,Software,Active,TAX125280,fhernandez@cooper.com,(335)493-1215x1009,2021-11-28,2022-01-11,74
2593,"Hensley, Rose and Terrell",India,Louisiana,Davisland,Software,Inactive,TAX791915,smithnicole@johnson.com,001-912-704-5938,2024-01-24,2024-08-02,72
2594,"Barr, Bennett and Boyd",India,Maryland,Johnview,Semiconductors,Prospect,TAX294521,hpayne@butler.com,2373363757,2024-04-07,2024-11-04,15
2595,Brown-Medina,United States,Virginia,Lake Kristinafort,Software,Active,TAX254546,jasonsimmons@jenkins.com,(945)657-5310x0266,2022-09-08,2022-11-15,51
2596,Wells Group,India,California,Alexandraland,Semiconductors,Prospect,TAX926369,yvettebailey@davis.org,694.447.4015x8668,2021-01-25,2021-03-23,68
2597,Pham-Ward,United States,Michigan,Port Alyssa,Manufacturing,Prospect,TAX109287,joshuali@lopez.org,001-212-429-4397x1501,2022-09-14,2022-11-23,41
2598,"Wright, Evans and Parker",Canada,Florida,North Natalieport,Healthcare,Active,TAX297831,martinezmargaret@green.com,632.349.5110x96702,2024-09-21,2024-12-31,62
2599,Mullins PLC,United States,Rhode Island,Port Kenneth,Semiconductors,Active,TAX506698,xschneider@ford-thomas.info,367-493-0721x782,2024-02-07,2024-12-27,70
2600,Munoz-Johnson,Japan,Arkansas,Yangview,Semiconductors,Active,TAX799486,iroberts@herring-turner.info,(435)787-3111x3549,2021-09-18,2022-06-06,19
2601,"Reyes, Hill and Russell",Japan,Maine,Yvonneville,Semiconductors,Inactive,TAX638322,frankherrera@brooks.net,(633)829-0460,2021-05-29,2022-03-14,22
2602,"Leblanc, Ramos and Evans",India,New Mexico,West Lisa,Healthcare,Prospect,TAX479293,changdaniel@hanson-jacobs.com,790.484.8152x7711,2022-04-07,2022-08-19,53
2603,Morris-Smith,India,South Dakota,Port Ronald,Healthcare,Active,TAX436055,jacobtorres@randall-hampton.com,362.381.9799,2023-03-20,2023-04-03,25
2604,Lewis Group,United States,Iowa,Hughesfurt,Finance,Inactive,TAX571679,lhurst@lawrence-ali.org,481.862.6671x416,2024-05-26,2024-09-18,17
2605,"Norris, Carpenter and Williams",United States,New Hampshire,East Veronica,Manufacturing,Inactive,TAX777423,lutzdevin@contreras.com,(919)570-9627x316,2024-07-25,2024-10-13,31
2606,Stuart-Oliver,United States,Oklahoma,Drewfort,Finance,Inactive,TAX910653,cmoss@richard.com,+1-312-606-1268x7370,2021-06-03,2022-01-10,77
2607,Montgomery-York,India,North Carolina,Webbstad,Semiconductors,Prospect,TAX188963,katherinekent@peters-garcia.com,+1-859-683-3991x97936,2024-12-13,2024-12-31,6
2608,Wilson Inc,India,Colorado,Lake Linda,Healthcare,Inactive,TAX587070,vangbriana@cummings.com,575.465.3998x3767,2024-08-24,2024-12-31,39
2609,Webster-Briggs,Japan,Hawaii,Guerreromouth,Manufacturing,Inactive,TAX423110,flewis@glass-wilkins.com,+1-827-694-3407x16276,2023-08-21,2024-05-08,63
2610,Rice-Atkins,India,Maryland,Johnsonmouth,Retail,Prospect,TAX829022,hking@miller.biz,(860)229-7294x5135,2024-02-22,2024-12-31,78
2611,"Vargas, Jones and Green",United States,North Dakota,South Angelaton,Manufacturing,Active,TAX592126,lsims@diaz.biz,626.523.7505,2022-11-22,2023-01-07,63
2612,Blevins Ltd,Canada,Nebraska,East Timothyview,Manufacturing,Prospect,TAX746307,lraymond@mathews-bennett.net,475.594.5870,2024-07-17,2024-08-18,33
2613,Ruiz Inc,United States,Arizona,Nicholaston,Finance,Inactive,TAX723309,gutierrezshelly@watson.info,+1-952-740-8741x550,2023-11-18,2024-03-13,41
2614,Bonilla-Green,Canada,Oregon,Garrettshire,Finance,Active,TAX693509,codypeters@hudson.com,204-236-5451x916,2022-01-27,2022-07-24,40
2615,"Thompson, Taylor and Simmons",India,Michigan,Vasquezburgh,Finance,Prospect,TAX808942,tbennett@chase.com,381.648.0896x586,2023-04-23,2023-09-12,34
2616,Austin-Sandoval,United States,Delaware,Port Brandifurt,Retail,Prospect,TAX297502,echristensen@downs-jackson.com,001-887-667-0444x718,2024-06-09,2024-08-19,38
2617,"Brown, Woodard and Williams",India,Arizona,New Ruthberg,Retail,Inactive,TAX847237,logangraves@olson.org,719.512.1259,2024-01-17,2024-10-26,42
2618,Lewis-Taylor,India,Maine,East Michellechester,Healthcare,Prospect,TAX645377,qterry@simmons.biz,(209)302-8854x11112,2021-12-22,2022-02-20,38
2619,Johnson-Harrington,United States,Colorado,Mikeview,Software,Prospect,TAX928317,stevenho@lambert-davis.com,604-852-8876,2024-07-21,2024-12-31,24
2620,"Pugh, Smith and Fry",Japan,South Carolina,Lake Feliciamouth,Healthcare,Inactive,TAX357565,oscarrogers@montes.net,(446)541-3728x112,2023-03-14,2023-11-16,35
2621,Turner PLC,Canada,Ohio,Bautistachester,Healthcare,Prospect,TAX457983,lgordon@stewart.org,001-497-652-6570x056,2021-10-27,2022-03-06,78
2622,Atkins-Lee,India,Georgia,Lake Sarahside,Semiconductors,Inactive,TAX952612,mccarthyronald@davenport.com,001-256-213-6151,2024-02-02,2024-08-21,1
2623,Simpson Ltd,India,South Dakota,North Lauren,Finance,Inactive,TAX576851,harveysarah@osborne.info,957.815.5562x394,2024-02-02,2024-11-26,36
2624,English-Abbott,United States,Virginia,Lake Julianmouth,Healthcare,Active,TAX378607,xdixon@gallegos.com,001-251-798-0959,2021-04-15,2021-11-19,63
2625,Smith-Lewis,United States,Florida,Larsenfurt,Healthcare,Inactive,TAX505678,jessicapeterson@brown.com,608.870.3302,2022-10-04,2022-12-04,18
2626,Buckley-Barnes,India,South Carolina,Spencerside,Finance,Active,TAX143027,bdennis@davis-romero.org,+1-710-372-9967x22485,2021-05-24,2021-10-13,14
2627,Richard-West,United States,Illinois,Jamesport,Finance,Active,TAX921947,gonzalesnicole@williams.com,705.283.3494x3747,2021-07-16,2022-07-02,55
2628,Clark-Yoder,India,Michigan,New Cindy,Retail,Prospect,TAX162788,williamgriffith@donovan-pearson.com,811-652-5641x650,2021-01-21,2021-03-19,44
